Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Hour
258662,false claims of internet speed tier,27-04-2015,27-Apr-15,1900-01-01 11:58:32,Internet,San Ramon,California,94582,Closed,No,11.0
334953,disney false & misleading sale practice,06-11-2015,6-Nov-15,1900-01-01 14:13:07,Internet,San Ramon,California,94582,Solved,No,14.0
345891,misleading sales practice and advertising,17-06-2015,17-Jun-15,1900-01-01 14:17:34,Internet,San Ramon,California,94582,Closed,No,14.0
360597,disney bill way too high for such slow speeds,24-06-2015,24-Jun-15,1900-01-01 00:09:01,Customer Care Call,Sandy,Utah,84094,Open,No,0.0
240275,disney blocking hbo go access on playstation 4,16-04-2015,16-Apr-15,1900-01-01 18:13:05,Customer Care Call,Sandy Springs,Georgia,30350,Closed,No,18.0
363682,disney data caps,24-06-2015,24-Jun-15,1900-01-01 23:34:14,Internet,Sandy Springs,Georgia,30328,Pending,No,23.0
367260,disney ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,25-06-2015,25-Jun-15,1900-01-01 23:12:23,Internet,Sandy Springs,Georgia,31150,Open,No,23.0
220760,being charged for high speed internet and services are not rendered,04-06-2015,4-Jun-15,1900-01-01 21:59:05,Internet,Sanger,California,93657,Closed,No,21.0
342274,internet unreliable,15-06-2015,15-Jun-15,1900-01-01 20:12:55,Internet,Sanger,California,93657,Open,No,20.0
359280,price of internet service,23-06-2015,23-Jun-15,1900-01-01 16:36:53,Customer Care Call,Santa Clara,California,95051,Open,No,16.0
359993,closed account,23-06-2015,23-Jun-15,1900-01-01 20:00:05,Internet,Santa Clara,California,95051,Solved,No,20.0
360705,disney inflated internet pricing,24-06-2015,24-Jun-15,1900-01-01 01:23:10,Internet,Santa Clara,California,95054,Open,No,1.0
360684,expensive internet service for average speed,24-06-2015,24-Jun-15,1900-01-01 01:05:25,Internet,Santa Clara,California,95051,Open,No,1.0
374393,disney pricing practices,30-06-2015,30-Jun-15,1900-01-01 11:54:33,Customer Care Call,Santa Clara,California,95054,Open,No,11.0
360315,pricing and lies,23-06-2015,23-Jun-15,1900-01-01 22:15:10,Customer Care Call,Santa Cruz,California,95060,Solved,No,22.0
360375,charge for service they won't deliver,23-06-2015,23-Jun-15,1900-01-01 22:36:45,Customer Care Call,Santa Cruz,California,95065,Open,No,22.0
363269,disney wrong advertised speeds,24-06-2015,24-Jun-15,1900-01-01 19:26:03,Customer Care Call,Santa Cruz,California,95060,Open,No,19.0
366448,misrepresented internet speed,25-06-2015,25-Jun-15,1900-01-01 17:08:03,Customer Care Call,Santa Cruz,California,95060,Solved,No,17.0
373541,being charged for internet speeds that equipment can not deliver,29-06-2015,29-Jun-15,1900-01-01 19:31:48,Customer Care Call,Santa Cruz,California,95060,Open,No,19.0
215057,huge number of lies from disney,04-02-2015,4-Feb-15,1900-01-01 17:35:48,Customer Care Call,Santa Fe,New Mexico,87507,Closed,No,17.0
329212,disney internet and tv,06-08-2015,6-Aug-15,1900-01-01 18:03:14,Customer Care Call,Santa Fe,New Mexico,87507,Solved,No,18.0
343521,poor internet reception,16-06-2015,16-Jun-15,1900-01-01 14:34:55,Customer Care Call,Santa Fe,New Mexico,87501,Open,No,14.0
360587,overcharging and shitty service,24-06-2015,24-Jun-15,1900-01-01 00:06:22,Internet,Santa Fe,New Mexico,87505,Solved,No,0.0
373570,disney bait and switch,29-06-2015,29-Jun-15,1900-01-01 19:47:55,Internet,Santa Fe,New Mexico,87505,Solved,No,19.0
331416,disney issues,06-09-2015,6-Sep-15,1900-01-01 19:00:18,Internet,Santa Fe,Texas,77510,Closed,No,19.0
373855,throttled connection at peak time,30-06-2015,30-Jun-15,1900-01-01 00:00:57,Customer Care Call,Santa Maria,California,93458,Pending,No,0.0
349270,disney,18-06-2015,18-Jun-15,1900-01-01 14:54:44,Internet,Santa Rosa,California,95403,Solved,No,14.0
359612,price manipulation,23-06-2015,23-Jun-15,1900-01-01 17:58:13,Customer Care Call,Santa Rosa,California,95407,Solved,No,17.0
361718,charges for internet service are bogus,24-06-2015,24-Jun-15,1900-01-01 12:39:35,Customer Care Call,Sarasota,Florida,34237,Solved,No,12.0
316973,extremely slow disney internet connection...have tried to have fixed but no one comes,06-01-2015,6-Jan-15,1900-01-01 14:34:34,Internet,Sarasota,Florida,34232,Closed,No,14.0
213120,data overages,04-01-2015,4-Jan-15,1900-01-01 20:05:57,Internet,Savannah,Georgia,31406,Closed,No,20.0
215649,internet service disconnected accidentally by disney personnel. poor service.,04-03-2015,4-Mar-15,1900-01-01 00:04:28,Internet,Savannah,Georgia,31405,Closed,No,0.0
230442,intenet advertised rate versus customer service phone quote with disney xfinity,04-11-2015,4-Nov-15,1900-01-01 12:42:17,Internet,Savannah,Georgia,31419,Closed,No,12.0
257104,disney,25-04-2015,25-Apr-15,1900-01-01 16:01:38,Customer Care Call,Savannah,Georgia,31406,Closed,No,16.0
306396,customer service & billing,26-05-2015,26-May-15,1900-01-01 08:47:55,Internet,Savannah,Georgia,31410,Solved,No,8.0
308746,service issues,27-05-2015,27-May-15,1900-01-01 09:16:59,Internet,Savannah,Georgia,31419,Open,No,9.0
336532,billing & customer service issues,06-12-2015,6-Dec-15,1900-01-01 11:17:31,Internet,Savannah,Georgia,31406,Solved,No,11.0
359832,outrageous billing costs and data caps,23-06-2015,23-Jun-15,1900-01-01 19:09:44,Internet,Savannah,Georgia,31401,Pending,No,19.0
365373,falsifying plan rates and charges,25-06-2015,25-Jun-15,1900-01-01 14:13:31,Internet,Savannah,Georgia,31401,Open,No,14.0
369310,disney data cap,26-06-2015,26-Jun-15,1900-01-01 20:10:39,Internet,Savannah,Georgia,31419,Solved,No,20.0
371792,bait and switch service,29-06-2015,29-Jun-15,1900-01-01 11:13:48,Customer Care Call,Savannah,Georgia,31401,Pending,No,11.0
373607,unable to change my service,29-06-2015,29-Jun-15,1900-01-01 20:21:12,Customer Care Call,Savannah,Georgia,31410,Open,No,20.0
358520,disney bill and service disclosure,23-06-2015,23-Jun-15,1900-01-01 14:05:40,Customer Care Call,Scappoose,Oregon,97056,Solved,No,14.0
211255,disney harassment,04-01-2015,4-Jan-15,1900-01-01 00:18:47,Customer Care Call,Schaumburg,Illinois,60193,Closed,No,0.0
284663,complaint regarding billing practices,05-11-2015,5-Nov-15,1900-01-01 21:39:36,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,21.0
328348,complaint against disney for provisioning of internet service ar residential address,06-08-2015,6-Aug-15,1900-01-01 13:18:19,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,13.0
353209,install gone bad,19-06-2015,19-Jun-15,1900-01-01 21:35:48,Internet,Schaumburg,Illinois,60173,Solved,No,21.0
360692,disney's unfair pricing,24-06-2015,24-Jun-15,1900-01-01 01:11:15,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,1.0
263241,needed tech suport,29-04-2015,29-Apr-15,1900-01-01 06:53:14,Customer Care Call,Scituate,Massachusetts,2066,Closed,No,6.0
277390,speed misrepresentation,05-06-2015,5-Jun-15,1900-01-01 21:59:29,Customer Care Call,Scotts Valley,California,95066,Closed,No,21.0
347759,fraudulent advertising,18-06-2015,18-Jun-15,1900-01-01 01:32:54,Internet,Scotts Valley,California,95066,Open,No,1.0
319255,deceptive sales practices,06-02-2015,6-Feb-15,1900-01-01 16:02:04,Customer Care Call,Scranton,Pennsylvania,18510,Closed,No,16.0
325642,disney trespassing,06-05-2015,6-May-15,1900-01-01 15:02:15,Internet,Scranton,Pennsylvania,18509,Closed,No,15.0
218949,internet issues and customer service issues,04-06-2015,4-Jun-15,1900-01-01 10:32:55,Customer Care Call,Seabrook,Texas,77586,Closed,No,10.0
364450,complaints against comcat,25-06-2015,25-Jun-15,1900-01-01 12:07:17,Internet,Seaford,Delaware,19973,Solved,No,12.0
233754,charge for equipment from disney i was not made aware when i ordered it,14-04-2015,14-Apr-15,1900-01-01 02:06:21,Internet,Seatac,Washington,98168,Closed,No,2.0
320969,xfinity is charging me more money for my account than what it should be,06-03-2015,6-Mar-15,1900-01-01 13:17:41,Internet,Seatac,Washington,98188,Solved,No,13.0
359028,disney,23-06-2015,23-Jun-15,1900-01-01 15:40:51,Internet,Seattle,North Carolina,98144,Solved,No,15.0
231061,failure of service from disney,04-12-2015,4-Dec-15,1900-01-01 05:51:48,Customer Care Call,Seattle,Washington,98136,Closed,No,5.0
231062,failure of service from disney,04-12-2015,4-Dec-15,1900-01-01 05:51:50,Internet,Seattle,Washington,98136,Closed,No,5.0
238513,disney.,16-04-2015,16-Apr-15,1900-01-01 03:21:48,Internet,Seattle,Washington,98178,Closed,No,3.0
229036,internet speeds less than what we are paying for after canceling cable tv service,04-10-2015,4-Oct-15,1900-01-01 14:29:39,Customer Care Call,Seattle,Washington,98107,Closed,No,14.0
305301,disney continues to bill me though i canceled months ago,24-05-2015,24-May-15,1900-01-01 13:04:12,Internet,Seattle,Washington,98109,Solved,No,13.0
321676,billing & internet service issues with disney in seattle wa,06-03-2015,6-Mar-15,1900-01-01 16:38:14,Internet,Seattle,Washington,98117,Closed,No,16.0
326414,disney repeatedly failing to install internet service,06-05-2015,6-May-15,1900-01-01 22:06:10,Customer Care Call,Seattle,Washington,98112,Solved,No,22.0
344732,slow internet speed,17-06-2015,17-Jun-15,1900-01-01 00:35:46,Internet,Seattle,Washington,98103,Solved,No,0.0
359984,disney's egregious billing techniques,23-06-2015,23-Jun-15,1900-01-01 19:57:52,Internet,Seattle,Washington,98125,Open,No,19.0
360176,disney's unfair billing practices,23-06-2015,23-Jun-15,1900-01-01 21:23:05,Internet,Seattle,Washington,98106,Solved,No,21.0
360526,slow internet,23-06-2015,23-Jun-15,1900-01-01 23:29:52,Customer Care Call,Seattle,Washington,98012,Open,No,23.0
372108,disney re-escalation of case # esl01877347 - orr,29-06-2015,29-Jun-15,1900-01-01 12:42:54,Internet,Seattle,Washington,98178,Open,No,12.0
239267,disney no show's,16-04-2015,16-Apr-15,1900-01-01 13:21:43,Internet,Sebring,Florida,33870,Closed,Yes,13.0
268873,fraudulent billing,05-01-2015,5-Jan-15,1900-01-01 14:42:34,Customer Care Call,Secaucus,New Jersey,7094,Solved,No,14.0
306934,internet connectivity,26-05-2015,26-May-15,1900-01-01 12:09:32,Internet,Secaucus,New Jersey,7094,Solved,No,12.0
260733,data usage meter,28-04-2015,28-Apr-15,1900-01-01 09:35:30,Customer Care Call,Senatobia,Mississippi,38668,Closed,No,9.0
316257,disney data usage meter,06-01-2015,6-Jan-15,1900-01-01 09:44:42,Customer Care Call,Senatobia,Mississippi,38668,Open,No,9.0
376228,disney/xfinity internet data cap,30-06-2015,30-Jun-15,1900-01-01 22:06:30,Internet,Senoia,Georgia,30276,Pending,No,22.0
256671,disney data usage plan limit,25-04-2015,25-Apr-15,1900-01-01 09:35:16,Customer Care Call,Sharpsburg,Georgia,30277,Closed,No,9.0
219826,bad service/ please help,04-06-2015,4-Jun-15,1900-01-01 15:21:56,Customer Care Call,Shelby Township,Michigan,48317,Closed,No,15.0
362231,improper modems,24-06-2015,24-Jun-15,1900-01-01 14:45:12,Internet,Shelby Township,Michigan,48317,Solved,No,14.0
338800,disney blocking hbo go on playstation,13-06-2015,13-Jun-15,1900-01-01 10:15:06,Internet,Shelbyville,Indiana,46176,Solved,No,10.0
215141,disney run around,04-02-2015,4-Feb-15,1900-01-01 18:13:28,Internet,Sheridan,Colorado,80110,Closed,No,18.0
218168,multiple unauthorized and unwarranted credit checks,04-04-2015,4-Apr-15,1900-01-01 20:10:35,Customer Care Call,Shoreview,Minnesota,55126,Closed,No,20.0
235629,disney cable billing fraud,14-04-2015,14-Apr-15,1900-01-01 18:02:57,Customer Care Call,Shreveport,Louisiana,71106,Closed,No,18.0
246762,disney billing past disconnection time,21-04-2015,21-Apr-15,1900-01-01 11:24:34,Internet,Shreveport,Louisiana,71118,Closed,Yes,11.0
306916,disney will not allow me to cancel my internet service.,26-05-2015,26-May-15,1900-01-01 11:58:57,Internet,Shreveport,Louisiana,71106,Solved,Yes,11.0
345470,dsl,17-06-2015,17-Jun-15,1900-01-01 12:42:56,Customer Care Call,Shreveport,Louisiana,71105,Closed,No,12.0
361703,contract,24-06-2015,24-Jun-15,1900-01-01 12:36:04,Customer Care Call,Shreveport,Louisiana,71115,Solved,No,12.0
267527,disney over charging,30-04-2015,30-Apr-15,1900-01-01 19:52:57,Customer Care Call,Silver City,New Mexico,88061,Closed,No,19.0
223036,access issues have returned,04-07-2015,4-Jul-15,1900-01-01 21:57:32,Customer Care Call,Silver Spring,Maryland,20910,Closed,No,21.0
257349,disney internet service,25-04-2015,25-Apr-15,1900-01-01 20:09:47,Internet,Silver Spring,Maryland,20903,Open,No,20.0
293593,email sdervice,16-05-2015,16-May-15,1900-01-01 18:05:47,Customer Care Call,Sinking Spring,Pennsylvania,10608,Open,No,18.0
373797,complaint against disney,29-06-2015,29-Jun-15,1900-01-01 22:37:26,Internet,Skokie,Illinois,60203,Closed,No,22.0
216841,internet speed,04-03-2015,4-Mar-15,1900-01-01 16:04:30,Internet,Slc,Utah,84124,Closed,No,16.0
370691,disney internet complaint,28-06-2015,28-Jun-15,1900-01-01 01:23:56,Customer Care Call,Slc,Utah,84105,Open,No,1.0
374352,disney service agreement,30-06-2015,30-Jun-15,1900-01-01 11:43:16,Customer Care Call,Slc,Utah,84109,Solved,No,11.0
343068,disney service,16-06-2015,16-Jun-15,1900-01-01 12:02:39,Internet,Smyrna,Delaware,19977,Solved,No,12.0
373980,disney 300gb cap,30-06-2015,30-Jun-15,1900-01-01 08:15:55,Customer Care Call,Smyrna,Georgia,30080,Pending,No,8.0
223158,internet essentials,04-08-2015,4-Aug-15,1900-01-01 00:26:24,Internet,Smyrna,Tennessee,37167,Closed,No,0.0
360825,cap complaints,24-06-2015,24-Jun-15,1900-01-01 04:14:57,Customer Care Call,Smyrna,Tennessee,37167,Open,Yes,4.0
370900,disney data caps,28-06-2015,28-Jun-15,1900-01-01 13:11:51,Internet,Smyrna,Tennessee,37167,Solved,No,13.0
315515,continue to be scared by disney,30-05-2015,30-May-15,1900-01-01 23:58:23,Internet,Snellville,Georgia,30078,Pending,No,23.0
364194,price plans,25-06-2015,25-Jun-15,1900-01-01 11:00:28,Customer Care Call,Snellville,Georgia,30078,Solved,No,11.0
371259,complaint against disney corporation,28-06-2015,28-Jun-15,1900-01-01 20:06:28,Internet,Snellville,Georgia,30039,Open,No,20.0
358524,pricing discrimination/ monopolistic behavior in an oligopolistic market,23-06-2015,23-Jun-15,1900-01-01 14:07:44,Customer Care Call,Snoqualmie,Washington,98065,Solved,No,14.0
342060,internet much slower than advertised,15-06-2015,15-Jun-15,1900-01-01 18:16:49,Internet,Somers,New York,10589,Solved,No,18.0
359191,cheating in bundle service pricing,23-06-2015,23-Jun-15,1900-01-01 16:16:44,Internet,Somerset,New Jersey,8873,Open,No,16.0
367242,deceptive business practices by disney,25-06-2015,25-Jun-15,1900-01-01 22:41:05,Internet,Somerset,New Jersey,8873,Open,No,22.0
336340,disney,06-12-2015,6-Dec-15,1900-01-01 09:47:20,Internet,Somerset,Pennsylvania,15501,Closed,No,9.0
338856,disney monopoly and abuse,13-06-2015,13-Jun-15,1900-01-01 11:06:05,Internet,Somerville,Massachusetts,2143,Solved,No,11.0
362997,disney billing,24-06-2015,24-Jun-15,1900-01-01 17:46:53,Internet,Somerville,Massachusetts,2143,Closed,No,17.0
271145,billing,05-04-2015,5-Apr-15,1900-01-01 10:50:12,Customer Care Call,Somonauk,Illinois,60552,Closed,No,10.0
266198,disney billing and account issues,30-04-2015,30-Apr-15,1900-01-01 12:13:25,Internet,South Bend,Indiana,46615,Closed,Yes,12.0
340067,disney rate,14-06-2015,14-Jun-15,1900-01-01 17:14:15,Internet,South Bend,Indiana,46601,Solved,No,17.0
360268,disney service and customer service,23-06-2015,23-Jun-15,1900-01-01 21:55:56,Customer Care Call,South Bend,Indiana,46637,Solved,No,21.0
364137,disney data cap,25-06-2015,25-Jun-15,1900-01-01 10:34:04,Internet,South Berwick,Maine,3908,Solved,No,10.0
277566,disney internet service,05-07-2015,5-Jul-15,1900-01-01 07:32:13,Customer Care Call,South Hadley,Massachusetts,1075,Solved,No,7.0
325430,fcc.gov website for complaints,06-05-2015,6-May-15,1900-01-01 14:00:48,Customer Care Call,South Hadley,Massachusetts,1075,Closed,No,14.0
308301,disney billing complaint,26-05-2015,26-May-15,1900-01-01 19:59:11,Customer Care Call,South Haven,Michigan,49090,Open,No,19.0
254669,denial of service,24-04-2015,24-Apr-15,1900-01-01 09:49:00,Internet,South Lyon,Michigan,48178,Closed,No,9.0
256720,very low wireless speed not working well,25-04-2015,25-Apr-15,1900-01-01 10:32:11,Internet,South River,New Jersey,8882,Closed,No,10.0
309812,internet service from disney,27-05-2015,27-May-15,1900-01-01 16:07:27,Internet,Southampton,Pennsylvania,18966,Solved,No,16.0
293693,disney,16-05-2015,16-May-15,1900-01-01 20:17:04,Customer Care Call,Southaven,Mississippi,38672,Open,No,20.0
346868,data usage cap,17-06-2015,17-Jun-15,1900-01-01 18:12:02,Internet,Southaven,Mississippi,38672,Open,No,18.0
350181,charged for data not actually used,18-06-2015,18-Jun-15,1900-01-01 17:39:28,Customer Care Call,Southaven,Mississippi,38671,Open,No,17.0
350184,charged for data not actually used,18-06-2015,18-Jun-15,1900-01-01 17:39:57,Customer Care Call,Southaven,Mississippi,38671,Closed,No,17.0
362544,data overage charges,24-06-2015,24-Jun-15,1900-01-01 15:59:46,Internet,Southaven,Mississippi,38671,Solved,No,15.0
339614,poor internet,13-06-2015,13-Jun-15,1900-01-01 22:37:11,Customer Care Call,Southfield,Michigan,48034,Open,No,22.0
375943,speed,30-06-2015,30-Jun-15,1900-01-01 19:11:06,Internet,Southfield,Michigan,48076,Open,No,19.0
261499,billing issues,28-04-2015,28-Apr-15,1900-01-01 13:31:05,Customer Care Call,Spokane,Washington,99205,Closed,No,13.0
361098,xfinity customer service,24-06-2015,24-Jun-15,1900-01-01 09:57:42,Internet,Spokane,Washington,99208,Solved,No,9.0
363813,internet price,25-06-2015,25-Jun-15,1900-01-01 04:40:33,Customer Care Call,Spokane,Washington,99223,Solved,No,4.0
218518,disney throttling my high-speed internet,04-05-2015,4-May-15,1900-01-01 15:24:23,Customer Care Call,Spokane Valley,Washington,99216,Closed,No,15.0
375809,slow internet / over charged billing,30-06-2015,30-Jun-15,1900-01-01 18:26:09,Internet,Spokane Valley,Washington,99212,Open,Yes,18.0
314752,no internet available since a disney techinitian did an intervention to change plans,30-05-2015,30-May-15,1900-01-01 08:00:45,Internet,Spring,Texas,77382,Solved,No,8.0
352940,disney xfinity monopoly abuses,19-06-2015,19-Jun-15,1900-01-01 18:35:52,Internet,Spring,Texas,77389,Open,No,18.0
359794,disney billing support and practices,23-06-2015,23-Jun-15,1900-01-01 18:56:46,Internet,Spring,Texas,77388,Solved,No,18.0
364963,extremely poor customer service,25-06-2015,25-Jun-15,1900-01-01 13:10:31,Internet,Spring,Texas,77373,Solved,Yes,13.0
316650,interrnet service,06-01-2015,6-Jan-15,1900-01-01 12:41:14,Customer Care Call,Spring City,Pennsylvania,19475,Closed,No,12.0
244218,disney,20-04-2015,20-Apr-15,1900-01-01 10:19:31,Customer Care Call,Spring Lake,Michigan,49456,Closed,No,10.0
256691,disney cable and internet,25-04-2015,25-Apr-15,1900-01-01 09:56:34,Internet,Spring Lake,North Carolina,28390,Closed,No,9.0
218124,disney,04-04-2015,4-Apr-15,1900-01-01 19:06:05,Customer Care Call,Springfield,Illinois,62704,Closed,No,19.0
259189,disney,27-04-2015,27-Apr-15,1900-01-01 14:26:26,Customer Care Call,Springfield,Illinois,62712,Closed,No,14.0
283536,disney accourt,05-11-2015,5-Nov-15,1900-01-01 13:39:44,Internet,Springfield,Illinois,62703,Solved,No,13.0
318436,availabilty,06-02-2015,6-Feb-15,1900-01-01 11:04:13,Internet,Springfield,Illinois,62711,Closed,No,11.0
338859,disney internet services,13-06-2015,13-Jun-15,1900-01-01 11:08:27,Internet,Springfield,Illinois,62703,Solved,No,11.0
358498,unfair billing practices by disney xfinity,23-06-2015,23-Jun-15,1900-01-01 14:00:31,Internet,Springfield,Illinois,62704,Solved,No,14.0
364896,unfair billing practices,25-06-2015,25-Jun-15,1900-01-01 13:05:19,Internet,Springfield,Illinois,62701,Solved,No,13.0
371472,incorrect billing of non-rented equipment,29-06-2015,29-Jun-15,1900-01-01 06:21:41,Customer Care Call,Springfield,Illinois,62704,Solved,No,6.0
242481,paying for hi speed internet 105 mbps,17-04-2015,17-Apr-15,1900-01-01 21:02:05,Customer Care Call,Springfield,Massachusetts,1128,Closed,No,21.0
363649,poor quality service and broken promises,24-06-2015,24-Jun-15,1900-01-01 22:54:37,Customer Care Call,Springfield,Oregon,97477,Pending,No,22.0
218097,monthly rate confusion & poor customer support,04-04-2015,4-Apr-15,1900-01-01 18:20:50,Internet,St Augustine,Florida,32080,Closed,No,18.0
326114,billing complaint - disney digital phone/internet service,06-05-2015,6-May-15,1900-01-01 18:03:30,Customer Care Call,St Augustine,Florida,32086,Solved,No,18.0
357733,disney (xfinity) internet service,23-06-2015,23-Jun-15,1900-01-01 10:52:14,Internet,St Augustine,Florida,32084,Solved,No,10.0
340158,cant cancel internet on sundays?,14-06-2015,14-Jun-15,1900-01-01 19:33:20,Customer Care Call,St Cloud,Florida,34772,Solved,No,19.0
361572,internet speeds,24-06-2015,24-Jun-15,1900-01-01 12:10:30,Customer Care Call,St Johns,Florida,32259,Solved,No,12.0
313370,disney - hbo - ps3,29-05-2015,29-May-15,1900-01-01 12:44:16,Internet,St Paul,Minnesota,55104,Pending,No,12.0
369429,over charged for service never received,26-06-2015,26-Jun-15,1900-01-01 21:52:17,Customer Care Call,St. Augustine,Florida,32080,Solved,No,21.0
262108,disney,28-04-2015,28-Apr-15,1900-01-01 16:03:22,Customer Care Call,St. Paul,Minnesota,55108,Closed,No,16.0
362731,internet speeds not as advertised. bandwith not available as advertised,24-06-2015,24-Jun-15,1900-01-01 16:38:27,Customer Care Call,St. Paul,Minnesota,55116,Solved,No,16.0
376190,disney xfinity deceptive billing practices,30-06-2015,30-Jun-15,1900-01-01 21:33:20,Customer Care Call,St. Paul,Minnesota,55116,Closed,No,21.0
329610,xfiniti account,06-08-2015,6-Aug-15,1900-01-01 21:33:54,Customer Care Call,Steamboat Springs,Colorado,80477,Solved,No,21.0
297456,excessive early termination fees due immediately after 10+ years of service,19-05-2015,19-May-15,1900-01-01 15:45:08,Internet,Stephens City,Virginia,22655,Solved,No,15.0
247328,disney complaint,21-04-2015,21-Apr-15,1900-01-01 13:17:54,Internet,Sterling,Illinois,61081,Closed,Yes,13.0
262192,installed on 4/26 still not working,28-04-2015,28-Apr-15,1900-01-01 16:27:34,Customer Care Call,Sterling,Virginia,20166,Closed,No,16.0
322413,disney / xfinity billing issue,06-03-2015,6-Mar-15,1900-01-01 22:29:02,Internet,Sterling Heights,Michigan,48312,Solved,No,22.0
369649,xfinity security system,27-06-2015,27-Jun-15,1900-01-01 08:28:16,Internet,Sterling Heights,Michigan,48310,Solved,No,8.0
361383,billing overcharging issues by disney,24-06-2015,24-Jun-15,1900-01-01 11:14:43,Internet,Sterling Hts,Michigan,48310,Pending,No,11.0
359099,internet speed cut in half with no notification,23-06-2015,23-Jun-15,1900-01-01 15:55:31,Internet,Stevensville,Michigan,49127,Pending,No,15.0
337660,internet access,06-12-2015,6-Dec-15,1900-01-01 16:23:28,Customer Care Call,Stillwater,Minnesota,55082,Pending,No,16.0
327569,data caps,06-07-2015,6-Jul-15,1900-01-01 18:09:44,Internet,Stockbridge,Georgia,30281,Solved,No,18.0
362576,disney data cap,24-06-2015,24-Jun-15,1900-01-01 16:04:24,Customer Care Call,Stockbridge,Georgia,30281,Pending,No,16.0
236066,complaint#67455,14-04-2015,14-Apr-15,1900-01-01 21:38:30,Customer Care Call,Stockton,California,95219,Closed,No,21.0
319877,bad interner speeds and access,06-02-2015,6-Feb-15,1900-01-01 19:54:40,Customer Care Call,Stockton,California,95062,Closed,Yes,19.0
360748,billing practices,24-06-2015,24-Jun-15,1900-01-01 02:11:24,Internet,Stockton,California,95219,Closed,No,2.0
368078,fraud,26-06-2015,26-Jun-15,1900-01-01 12:47:29,Customer Care Call,Stockton,California,95202,Open,No,12.0
211784,billing,04-01-2015,4-Jan-15,1900-01-01 12:32:23,Customer Care Call,Stone Mountain,Georgia,30083,Closed,No,12.0
220145,no email service from disney,04-06-2015,4-Jun-15,1900-01-01 17:02:34,Internet,Stone Mountain,Georgia,30087,Closed,No,17.0
223729,service quality,04-08-2015,4-Aug-15,1900-01-01 11:54:56,Customer Care Call,Stone Mountain,Georgia,30088,Closed,No,11.0
336079,no internet service,06-11-2015,6-Nov-15,1900-01-01 22:35:03,Internet,Stone Mountain Ga,Georgia,30087,Solved,No,22.0
218840,complaint about disney/xfinity,04-06-2015,4-Jun-15,1900-01-01 09:02:43,Customer Care Call,Stoughton,Massachusetts,2072,Closed,No,9.0
372154,disney- unfair pricing,29-06-2015,29-Jun-15,1900-01-01 12:55:22,Customer Care Call,Streamwood,Illinois,60107,Open,No,12.0
333465,high speed internet access,06-10-2015,6-Oct-15,1900-01-01 17:32:37,Customer Care Call,Stuart,Florida,24996,Closed,No,17.0
344690,internet being throttled,16-06-2015,16-Jun-15,1900-01-01 22:58:37,Internet,Sugar Land,Texas,77479,Open,No,22.0
308769,no internet service for more than 20 days,27-05-2015,27-May-15,1900-01-01 09:46:33,Internet,Sugarland,Texas,77479,Solved,No,9.0
303597,paying for service for 12 months without recieving the service,22-05-2015,22-May-15,1900-01-01 14:31:20,Customer Care Call,Suisun City,California,94585,Solved,No,14.0
233471,internet outage,13-04-2015,13-Apr-15,1900-01-01 20:19:14,Internet,Suitland,Maryland,20746,Closed,No,20.0
356742,disney data cap,22-06-2015,22-Jun-15,1900-01-01 17:43:44,Internet,Sullivan's Island,South Carolina,29482,Solved,No,17.0
361903,continuous internet problems.,24-06-2015,24-Jun-15,1900-01-01 13:22:57,Customer Care Call,Summerfield,Florida,34491,Solved,No,13.0
255037,billing - disney,24-04-2015,24-Apr-15,1900-01-01 12:22:26,Internet,Sunnyvale,California,94087,Closed,No,12.0
272394,disney refusing to fix connectivity issues,05-04-2015,5-Apr-15,1900-01-01 17:22:20,Customer Care Call,Sunnyvale,California,94087,Solved,No,17.0
308850,disney charged me higher than quoted on the phone,27-05-2015,27-May-15,1900-01-01 10:43:01,Internet,Sunnyvale,California,94089,Solved,No,10.0
331848,misleading and deceptive sale of internet service,06-09-2015,6-Sep-15,1900-01-01 22:59:40,Customer Care Call,Sunnyvale,California,94086,Solved,No,22.0
307472,disney refund and discontinue service billing,26-05-2015,26-May-15,1900-01-01 14:28:50,Customer Care Call,Sunrise,Florida,33351,Open,No,14.0
242577,disney service and pricing,17-04-2015,17-Apr-15,1900-01-01 23:08:08,Internet,Suquamish,Washington,98392,Closed,No,23.0
265823,billed for services not ordered or recieved,30-04-2015,30-Apr-15,1900-01-01 09:47:27,Customer Care Call,Surf City,New Jersey,8008,Closed,No,9.0
213518,xfinity/disney throttles bandwidth way below contract level,04-02-2015,4-Feb-15,1900-01-01 08:29:01,Customer Care Call,Suwanee,Georgia,30024,Closed,No,8.0
344883,disney data usage limit in atlanta,17-06-2015,17-Jun-15,1900-01-01 09:54:55,Customer Care Call,Suwanee,Georgia,30024,Solved,No,9.0
369563,disney data caps,27-06-2015,27-Jun-15,1900-01-01 00:33:29,Internet,Suwanee,Georgia,30038,Pending,No,0.0
290085,disney internet,14-05-2015,14-May-15,1900-01-01 14:32:01,Customer Care Call,Swedesboro,New Jersey,8085,Solved,No,14.0
